id,Predicted Value
24966,267800.0
153650,320750.0
165992,538630.0
139503,331780.0
19803,278600.0
133409,380770.0
34574,468370.0
13100,401330.0
13047,366810.0
131476,433760.0
34520,343620.0
36187,445700.0
156758,531210.0
27037,307210.0
133026,566620.0
62980,410710.0
119576,456720.0
58158,286710.0
180150,640560.0
128804,406270.0
34160,698480.0
17672,302250.0
182616,592620.0
15646,410720.0
4700,370050.0
127300,541390.0
32348,374620.0
161193,445800.0
30453,292050.0
64746,397020.0
132804,455190.0
142303,806120.0
230,268170.0
55246,278750.0
96698,773990.0
61910,714550.0
117953,450260.0
99168,322320.0
162330,480710.0
136497,344070.0
19586,297270.0
82337,412430.0
128137,437880.0
125406,404680.0
3022,320930.0
56630,324440.0
108323,589290.0
59190,258690.0
169172,494100.0
115097,444900.0
74130,841750.0
141525,397400.0
74150,328150.0
50243,240990.0
80503,417170.0
66137,993990.0
147453,544920.0
145371,436440.0
69933,644660.0
33237,272540.0
122214,397930.0
91051,716610.0
47686,251410.0
112622,490960.0
165178,528000.0
176261,852230.0
57284,355840.0
107209,454130.0
170252,473090.0
99743,410960.0
119708,425580.0
27002,368730.0
122259,381350.0
148387,503890.0
102426,501050.0
147325,384170.0
77891,568080.0
87003,349910.0
109195,558660.0
16827,292670.0
6701,342000.0
60779,468150.0
3764,265430.0
28590,280090.0
185358,628570.0
138106,460120.0
70182,322850.0
151485,319580.0
57918,296340.0
93970,371590.0
59417,307850.0
158038,457120.0
49288,323630.0
109772,354410.0
92289,388670.0
87427,454820.0
97201,533150.0
50855,299960.0
4013,214000.0
47322,429520.0
53546,355890.0
22654,231560.0
4151,329400.0
87403,452670.0
152996,700630.0
154526,593460.0
119065,492780.0
113677,388360.0
31759,379950.0
173647,393630.0
23801,364580.0
34838,401190.0
177941,592350.0
84788,425880.0
137782,440260.0
182487,574290.0
34323,351020.0
130655,359570.0
61515,452870.0
71750,530000.0
18211,347680.0
27745,248620.0
61712,780470.0
157105,379460.0
140018,376950.0
80450,380890.0
62209,282270.0
50907,373400.0
135343,746240.0
155417,404620.0
39988,275390.0
154468,415010.0
35280,327360.0
51951,286370.0
44013,373060.0
122445,399340.0
35603,754480.0
52490,431180.0
51678,540230.0
11644,301690.0
173448,483950.0
20207,339310.0
184647,620110.0
20204,339310.0
27397,266650.0
117074,544870.0
166309,535690.0
122035,403270.0
140151,435490.0
6934,346470.0
63612,400200.0
161781,579950.0
16565,316130.0
141701,468680.0
26715,279800.0
99738,476120.0
110689,493440.0
13940,400370.0
88126,490290.0
156819,471830.0
150208,305660.0
28878,291050.0
98174,416490.0
96704,839930.0
162653,490690.0
3630,371120.0
8846,333760.0
122083,343810.0
93708,342180.0
127244,433660.0
119977,490280.0
118972,543090.0
28213,429010.0
125413,385140.0
155641,564040.0
152320,573800.0
125728,424040.0
167098,624840.0
20062,297180.0
139871,380990.0
153973,607940.0
110258,369980.0
66273,603690.0
50711,526260.0
121844,390030.0
60037,444580.0
21409,303310.0
151359,455730.0
9444,321910.0
36188,289550.0
32016,343370.0
128868,444230.0
178890,534420.0
180271,552380.0
158625,648080.0
147580,576360.0
135796,469720.0
122340,815910.0
87858,411070.0
67331,303370.0
151258,599950.0
125685,413480.0
37235,442590.0
80980,410980.0
120949,892150.0
118598,333940.0
185686,513230.0
71813,461720.0
65328,350950.0
27191,213970.0
122291,432850.0
171512,539010.0
29349,377310.0
126826,443470.0
80100,359960.0
74766,427470.0
74560,365430.0
21393,325130.0
167865,502910.0
165762,434850.0
68764,437280.0
103773,529830.0
51056,358350.0
167771,399600.0
125203,382170.0
114171,399090.0
116309,410590.0
13879,436230.0
23735,307300.0
44742,303550.0
132591,457060.0
132607,435310.0
167840,721250.0
55338,408630.0
169835,620430.0
108368,404190.0
167799,416400.0
43909,424160.0
45906,276430.0
63962,519840.0
52087,237630.0
135180,377490.0
11417,295490.0
184519,516070.0
79569,660960.0
175189,739590.0
1626,332220.0
149821,390610.0
12228,281650.0
113494,430150.0
138081,450210.0
153008,394930.0
95537,421850.0
8866,278350.0
156026,553930.0
15819,248420.0
134990,440310.0
120608,455050.0
33998,403810.0
59482,328850.0
136090,496370.0
151934,411300.0
93218,475000.0
149273,608040.0
59083,262530.0
63870,316870.0
101134,366810.0
40214,286800.0
144933,432520.0
22542,238370.0
159791,547190.0
88245,436560.0
85398,422430.0
21934,336380.0
41339,291600.0
19827,303200.0
161701,650650.0
42422,385070.0
59155,322830.0
140237,378030.0
85501,806500.0
86051,481940.0
116797,365940.0
4699,320960.0
98473,318990.0
167427,590110.0
93665,416900.0
166622,586100.0
157292,459450.0
140175,527530.0
49084,320760.0
5815,323970.0
18774,303870.0
105984,448950.0
99534,363670.0
153067,508410.0
116494,376800.0
130011,567770.0
109066,531650.0
174058,738710.0
139021,438010.0
28461,753660.0
55589,500460.0
137122,457230.0
91120,779130.0
7778,361420.0
97626,484510.0
24617,402360.0
49525,402080.0
23451,360160.0
13403,353260.0
18239,500000.0
178827,711120.0
134615,408360.0
124772,520050.0
167619,407620.0
125530,483360.0
74532,369670.0
56232,325600.0
18939,353750.0
42031,397050.0
184607,740020.0
50986,377850.0
95672,399580.0
102498,457750.0
162038,459270.0
100564,444560.0
49369,403350.0
55389,382400.0
145210,500700.0
8676,254780.0
4688,298170.0
69133,490960.0
68793,375190.0
22570,220600.0
130090,455890.0
109995,385720.0
173612,493750.0
103293,369510.0
158177,616480.0
136421,392460.0
101088,409730.0
42122,293050.0
39980,276780.0
136184,729870.0
20311,294280.0
101360,538350.0
30801,440770.0
127755,462160.0
125882,666490.0
47336,392490.0
169973,601900.0
144045,692720.0
82998,396190.0
126349,460050.0
154208,620020.0
168820,555050.0
15020,355650.0
94581,363510.0
79314,367530.0
64563,491140.0
34439,291370.0
168298,650770.0
74563,405270.0
16206,289750.0
53626,281240.0
69777,520030.0
142306,806120.0
82396,453370.0
35499,341310.0
152701,460950.0
162218,445360.0
76747,328840.0
155731,493610.0
149877,818040.0
87210,460030.0
1792,287900.0
144642,505770.0
99680,672320.0
158677,654240.0
97432,397460.0
52146,379670.0
70779,1091870.0
108580,480980.0
29757,269990.0
25158,291680.0
185304,529000.0
102232,476930.0
107655,375670.0
138358,482890.0
5680,276100.0
147797,370690.0
50493,305760.0
130974,532610.0
95472,414590.0
175419,647810.0
100141,419930.0
83095,358440.0
99162,347910.0
37644,398680.0
144259,981580.0
113303,405840.0
26179,392710.0
120764,393190.0
181420,609400.0
160293,408340.0
89535,333770.0
182862,629030.0
158019,591550.0
30080,340650.0
145738,442770.0
156496,501270.0
88019,412450.0
38081,247880.0
184602,973770.0
47386,270560.0
145717,479880.0
110551,461660.0
169301,736900.0
99695,485800.0
173102,495040.0
164032,529720.0
28081,597440.0
151478,600980.0
58213,381640.0
133656,393950.0
11961,230830.0
63559,440770.0
180276,649010.0
31768,445470.0
30138,268020.0
66830,531750.0
15316,265530.0
98915,411920.0
37639,412820.0
120430,388080.0
16130,392150.0
167721,446480.0
106232,510080.0
81190,377300.0
185354,562070.0
104354,529370.0
114837,347740.0
95698,470900.0
169024,462220.0
37482,256670.0
22287,274790.0
124297,397680.0
791,230990.0
175963,666470.0
183763,959160.0
175626,555840.0
2952,251460.0
177953,703670.0
151673,522330.0
97413,463320.0
165899,533710.0
60977,314640.0
89011,404540.0
54484,314400.0
27286,248810.0
43096,427660.0
22503,242940.0
132954,566860.0
70644,876600.0
161688,737530.0
157575,495310.0
38257,393120.0
38058,572530.0
86136,556990.0
97369,409350.0
80005,416620.0
183078,678030.0
31596,344190.0
33071,329200.0
108453,485420.0
113068,557170.0
100011,413930.0
146768,439710.0
175683,702220.0
35320,328280.0
83711,524800.0
28134,426070.0
126552,414690.0
99898,637800.0
111177,364350.0
81196,433580.0
132871,304830.0
159699,556310.0
171603,608620.0
136793,564600.0
10278,348260.0
47545,516280.0
128682,469740.0
172291,601620.0
144691,439260.0
52526,281770.0
18780,356090.0
68658,428780.0
75318,522340.0
139634,397330.0
13681,707560.0
146375,510450.0
89646,426120.0
124352,520590.0
2745,287860.0
160679,414370.0
85823,425190.0
19014,283190.0
85723,365340.0
42124,277570.0
165828,402190.0
140032,340060.0
132305,409370.0
10219,327510.0
113280,339230.0
107736,373550.0
181346,646450.0
51758,438540.0
8296,314390.0
108274,452550.0
4691,296260.0
92080,468110.0
15590,258060.0
13548,360940.0
88236,390050.0
149494,443510.0
47962,408420.0
85148,362480.0
73447,461670.0
133144,397940.0
100965,439730.0
131029,400590.0
160113,532390.0
134470,457510.0
108293,401870.0
167504,398510.0
38504,295790.0
35347,357050.0
81067,587460.0
8679,264060.0
82656,360570.0
45971,414030.0
29716,399280.0
83734,451490.0
13306,415740.0
136803,461810.0
167610,401420.0
167786,370480.0
49711,349960.0
164560,679380.0
102526,470370.0
73414,481970.0
122328,706740.0
158404,417730.0
67973,942480.0
102337,522100.0
122818,609920.0
79197,335030.0
58814,336080.0
178259,560250.0
25631,503860.0
92174,393120.0
129255,457890.0
96614,694940.0
94443,606010.0
123010,434520.0
75067,360470.0
85780,410710.0
44690,285480.0
31046,408390.0
33949,377740.0
150399,520400.0
91828,313100.0
176475,588560.0
10788,319570.0
30423,314640.0
93557,479450.0
176207,468420.0
158187,410970.0
52097,370650.0
1373,327710.0
120693,556620.0
33307,277260.0
78377,539190.0
182199,679380.0
173422,606140.0
73720,505940.0
83545,483310.0
123112,588120.0
147982,461510.0
144473,359890.0
81933,524930.0
181715,701060.0
135917,475630.0
46706,308700.0
4184,303870.0
13803,355690.0
170823,660830.0
89817,402230.0
74595,469030.0
45098,359370.0
136479,408360.0
113611,448190.0
39297,330100.0
2421,369320.0
114180,458780.0
83953,436680.0
9403,344710.0
33855,352330.0
42556,419990.0
127797,495290.0
59578,303010.0
141574,476830.0
3029,448470.0
117383,514150.0
138663,404860.0
38990,324730.0
151013,868040.0
145714,515100.0
120102,521070.0
155133,724600.0
14897,358300.0
12869,380510.0
110626,429880.0
3499,222290.0
59847,424210.0
87147,491470.0
184101,543840.0
12959,333620.0
12249,242610.0
48082,259240.0
133429,351020.0
61254,577650.0
62879,456750.0
42344,354870.0
143839,324970.0
73134,459840.0
95045,396000.0
50415,305800.0
54266,637340.0
161704,563990.0
57001,348260.0
39657,444500.0
122131,359350.0
11721,299110.0
157602,584950.0
164572,652450.0
142813,517400.0
89472,372670.0
69764,453700.0
7025,378690.0
4090,460560.0
182656,627590.0
18005,284010.0
7067,285840.0
155235,403730.0
119123,551550.0
7398,280310.0
31731,705650.0
145876,428890.0
182027,660020.0
67358,301550.0
107563,373080.0
348,308200.0
185545,698200.0
98855,387290.0
4102,257530.0
8916,337600.0
155411,466150.0
73509,444250.0
11348,289730.0
104601,835580.0
17285,285730.0
80140,434800.0
10783,331420.0
143772,477900.0
80752,440860.0
145489,519830.0
124387,497780.0
36297,319340.0
69863,694770.0
177329,612640.0
145834,534420.0
24915,296270.0
161836,490670.0
21477,364770.0
173578,605990.0
167801,443390.0
154246,364280.0
132723,423550.0
18796,342490.0
141435,442020.0
94368,533870.0
12803,340870.0
141477,567430.0
138839,475100.0
24677,263570.0
24665,311580.0
26916,291130.0
122204,515950.0
170506,439310.0
172656,509910.0
30698,356640.0
132624,399870.0
76763,375380.0
46559,497970.0
38439,293560.0
40876,305170.0
184268,649750.0
174736,524060.0
143209,521150.0
143793,470810.0
184811,599140.0
30483,291830.0
111100,555680.0
87397,354120.0
77837,454850.0
51360,435970.0
16282,311830.0
86376,610010.0
111106,722060.0
82526,363020.0
113482,412930.0
150104,352530.0
24772,304200.0
9990,516640.0
129718,328210.0
94344,538350.0
81748,537890.0
110194,393080.0
64060,469690.0
168554,536840.0
71687,376750.0
43760,316430.0
49987,256970.0
119776,393830.0
158670,662720.0
182388,551240.0
3014,329380.0
172814,528550.0
56238,381440.0
18650,301860.0
174379,649240.0
172432,477450.0
42775,261430.0
131176,422930.0
90608,422100.0
131766,355290.0
103444,498900.0
23825,293800.0
158784,558940.0
115624,515370.0
55683,503160.0
155446,354420.0
28748,316090.0
142729,426360.0
142067,476840.0
57148,343480.0
37368,676300.0
54274,311050.0
46109,491120.0
118933,442530.0
20289,290180.0
102715,461390.0
36363,379460.0
170895,638360.0
113860,562280.0
122128,397380.0
173320,631460.0
5614,294780.0
67700,336830.0
170546,552300.0
157845,514140.0
132699,406330.0
178547,623150.0
112060,603750.0
32054,229510.0
134638,356300.0
117473,578150.0
119389,374900.0
95058,469330.0
184384,554450.0
118958,613500.0
162492,457130.0
111044,445600.0
184118,568540.0
62503,476090.0
84401,355070.0
67653,397180.0
11030,501800.0
60928,321930.0
147381,401140.0
22313,310280.0
142486,448690.0
89734,417730.0
66105,740390.0
116047,383360.0
144200,492030.0
122903,822340.0
116525,420050.0
82755,438470.0
59800,616090.0
96171,480440.0
27958,363470.0
70729,896370.0
137148,393090.0
50903,417430.0
180138,643390.0
15423,368650.0
152919,387000.0
8771,386920.0
154849,595820.0
74655,497010.0
154365,402910.0
39948,273390.0
167089,582780.0
155603,572940.0
124740,463160.0
29586,284760.0
102578,419800.0
70232,442120.0
85921,715580.0
28000,332630.0
166013,502880.0
132198,406710.0
56098,483970.0
3190,515500.0
115993,572530.0
105632,401880.0
104112,493200.0
4872,732970.0
93858,354920.0
67803,409000.0
83298,412890.0
135096,425440.0
140536,447590.0
183827,623840.0
20851,307120.0
78918,528450.0
26189,306290.0
173734,553210.0
151352,544780.0
183769,563770.0
175305,543480.0
183169,480730.0
74288,411690.0
60954,432320.0
18037,263940.0
30241,290380.0
79310,323030.0
117507,358520.0
147094,494330.0
1361,252620.0
145670,361870.0
72503,342780.0
118700,437990.0
73905,917130.0
26963,315170.0
80599,425970.0
53591,747600.0
135321,565670.0
32094,254070.0
81435,387100.0
109943,348380.0
48144,318760.0
96076,448710.0
39009,350540.0
129974,435250.0
3045,398560.0
103145,412560.0
35183,337740.0
184204,489260.0
28247,386790.0
127531,382320.0
19747,238440.0
31705,523900.0
146335,583230.0
119094,666110.0
105824,588270.0
96231,407380.0
1962,224960.0
131450,437770.0
447,305050.0
66488,766620.0
57151,331340.0
41793,373330.0
7528,302020.0
120327,461090.0
80683,455230.0
13783,556380.0
182159,603020.0
157792,465070.0
125200,404330.0
185951,728560.0
70282,401350.0
174255,669920.0
91162,823670.0
114194,430780.0
128086,808720.0
173961,409880.0
176857,585800.0
146113,518280.0
132467,383010.0
161086,546000.0
77348,341010.0
58277,635120.0
8739,282540.0
130167,533390.0
53175,355040.0
14856,311320.0
3106,269730.0
33505,338060.0
21065,432600.0
35812,282360.0
124047,511980.0
181060,630700.0
174139,663990.0
175885,579460.0
70213,397470.0
148512,584960.0
152376,561240.0
91569,381240.0
152842,587170.0
112641,691030.0
47407,321640.0
180997,793870.0
47348,300060.0
34253,420240.0
175212,706970.0
129156,575090.0
136835,559350.0
149172,345240.0
129253,442680.0
85934,513100.0
19584,297270.0
18141,367740.0
25832,520630.0
117466,435540.0
89443,456830.0
135993,394690.0
147890,560040.0
72552,466890.0
31603,391420.0
169847,591240.0
130852,676350.0
172563,591530.0
162659,558990.0
32297,309630.0
147903,344550.0
63455,459910.0
62531,443930.0
53358,397650.0
140690,460390.0
5870,235510.0
85764,419970.0
107449,399990.0
109493,403270.0
178656,517260.0
26740,298130.0
35961,295860.0
92210,409950.0
108691,467110.0
81692,477820.0
62892,475510.0
79920,360810.0
14149,354050.0
77408,370310.0
38539,259640.0
51900,335670.0
6312,362470.0
115797,442720.0
114492,324400.0
1634,319160.0
122020,472320.0
52762,781590.0
129609,345870.0
171893,778810.0
93692,499730.0
18414,390860.0
