id,Predicted
40845,286873.9
170881,858986.7
106257,864345.2
114464,273515.7
97370,408953.2
172227,480002.5
151941,462977.7
107035,459498.6
135274,405328.6
169795,531253.6
83718,396831.8
42632,241588.9
68198,397654.7
112707,421365.2
36740,358791.3
42954,319254.2
5921,309383.2
40850,271753.1
44668,303620.3
21263,305782.1
162241,594548.6
81902,432271.7
169151,566418.8
154334,455123.0
59218,339867.2
37714,328146.4
106222,511599.6
139069,486052.0
4425,423277.8
140007,418803.1
90024,369196.5
153101,412114.5
37538,316764.5
32399,332104.6
38946,325905.2
151272,429116.2
95430,540592.6
101750,598118.5
16356,295808.5
131496,419582.7
167864,478753.1
17832,347358.0
106738,376377.5
33431,290322.0
164505,550940.9
47565,454150.3
99660,532288.1
20200,358055.3
28507,419603.8
43495,387761.6
23794,360790.8
40297,351566.3
53944,538576.9
11040,671671.8
106585,451727.8
70050,649811.1
75026,473104.6
142562,547692.5
113332,472313.6
104548,608601.8
159065,481057.0
157589,488988.3
26850,321422.0
83917,367934.6
124331,372877.6
58018,269722.9
163913,580072.1
109105,461988.3
97862,430562.0
16478,306662.2
35187,291328.6
25446,409850.9
47828,394375.8
123220,468976.9
16366,336298.4
144449,398967.0
39920,314057.2
160888,431935.0
47978,283059.3
14331,359708.6
60334,333740.3
49737,253017.3
98533,335485.4
38375,317324.4
176978,870433.0
60474,430833.7
163806,556065.0
4654,343836.7
130912,414566.8
115098,442558.4
56214,277632.0
63720,307660.5
143496,587255.5
33941,387657.3
66720,311204.4
29518,235385.3
68026,567197.3
161546,593476.9
118804,360175.8
126852,446297.8
102392,376145.0
49738,238734.5
49424,400654.8
18184,348722.4
5408,372509.3
157571,481397.6
111705,644571.6
179891,722684.0
76587,332070.6
2629,331816.8
119008,393686.5
128414,315008.1
162481,412998.4
39075,384870.7
113444,584013.2
58984,477655.9
134087,393875.9
27723,275023.1
61426,925706.4
26496,291024.6
8183,353895.7
96508,383507.0
56072,394003.6
77192,422752.4
84054,504460.6
55624,332925.0
163711,413263.4
29219,454062.9
81813,435190.7
181000,789000.6
143894,453648.4
141800,518267.3
30009,296487.3
45917,271781.0
14425,359333.7
23268,283381.0
1284,247335.3
69986,713982.0
134779,384681.3
78114,434282.0
128833,459038.2
129335,449167.3
56632,371328.6
46967,310155.7
146611,336217.7
37748,304446.4
156600,446618.2
105167,376868.8
35572,287245.5
154900,552158.8
68778,422816.0
40761,541446.3
76922,371454.0
57737,269422.8
63946,426417.9
111235,391315.9
114882,525538.9
12676,247813.8
138376,420986.9
90637,411311.6
184522,723885.8
92974,350868.3
8857,302619.8
27895,299181.8
156181,589701.8
41834,483277.1
157391,519427.3
143702,352098.3
185912,1132749.9
11229,299515.8
41300,347580.3
72247,371570.6
83180,472390.9
148335,442004.5
7890,358296.2
135138,495491.9
27131,314407.0
166558,602268.3
131032,406870.1
74357,434088.1
156049,350788.1
69414,849186.1
97276,366374.6
82842,349857.8
148527,452984.5
144752,514446.1
18175,316878.8
11905,295903.4
171029,450609.2
59320,449782.3
84110,380772.3
78965,782946.7
85951,562315.0
163141,451804.5
109999,435855.9
147801,381842.8
139213,438262.5
126460,601787.8
28015,340406.7
181431,708731.6
52696,661963.1
50605,307582.7
165242,506072.6
48813,264109.0
110483,520554.9
89306,340976.1
133442,401895.6
65829,595617.3
87579,413368.0
91465,487591.6
73701,471782.5
15530,379252.8
18230,441626.5
97193,513483.2
166625,583616.1
33195,433355.4
136148,518351.9
165033,775582.7
21315,329559.9
91814,291242.6
16891,479873.1
107918,603920.9
79471,411930.5
21862,511453.9
67991,410814.8
165486,494348.2
63600,388337.9
110049,324307.3
112307,355841.2
10157,315089.0
74635,490520.2
25784,387508.1
107059,462067.0
30356,374206.6
87516,685560.7
10936,559530.9
88543,590538.9
139877,409987.4
42424,409921.7
52670,635537.1
166867,466381.8
101107,495206.4
76199,488189.1
80888,314551.6
9911,347975.5
156640,477694.5
102356,546901.2
48860,359071.7
102849,840101.4
138105,454380.3
117983,453626.6
93922,409679.4
46238,362565.2
59022,639318.1
106646,440195.5
120040,509491.8
126172,338984.7
168000,557467.2
80749,383280.5
131491,491535.2
112112,623712.1
47501,337676.2
13728,257628.9
101768,347388.3
6316,312605.0
126098,834353.8
165,338684.8
19524,464230.9
150677,464919.4
59379,441353.5
74454,346422.6
175450,722024.2
89244,720721.2
116506,457354.6
147339,457474.6
74001,719900.7
90922,366561.3
1820,440635.8
110186,280293.4
62682,359239.9
89581,498756.4
137848,422143.7
161798,442700.9
170742,484471.5
82918,459748.4
37679,305931.5
154926,423360.2
149598,302723.4
44725,288235.4
90766,609321.8
148899,401571.0
126592,356116.9
157908,377273.0
113713,437274.5
148870,687521.8
165510,463469.3
101470,350731.9
51743,329758.5
27173,217634.0
27812,342810.1
95488,312185.5
173154,648341.5
121352,392088.5
143803,421907.9
63373,324036.0
1386,349895.2
163514,508954.0
35643,303935.2
120579,532074.4
128369,378111.8
141816,486091.8
161838,510639.2
71069,375124.3
77131,445809.0
17667,330542.1
52148,419131.2
72854,532425.4
102035,454632.8
111359,394649.1
17719,367017.3
123306,329376.5
161864,780905.6
180849,619507.3
160993,459074.4
162321,359078.1
46481,287297.4
79814,381190.7
137789,597960.5
54212,277384.4
33512,326684.1
57246,744184.4
183567,734186.3
126709,500389.3
38938,350749.4
31497,430893.7
43094,364729.1
40278,317577.5
174057,690009.2
88538,578792.6
78488,626920.2
170729,588720.8
173992,554996.3
60975,349238.1
54718,293571.7
178130,717733.7
133730,407308.3
70033,699642.0
43395,538388.2
142569,452225.9
25880,283417.2
139537,380516.9
3465,341723.8
40735,465230.4
162957,472314.6
83356,480182.3
32897,321168.9
49245,314352.6
60337,320529.1
139769,606003.1
52326,356678.4
162813,820048.9
180789,627507.1
49386,385362.0
33541,344918.8
159352,465015.7
42027,379077.5
155370,408511.3
143725,476040.9
131769,460493.9
139885,446003.2
93808,523187.5
10639,309342.0
168611,561626.3
167653,614654.4
123170,346690.6
139150,321584.3
62622,439409.6
168689,1028426.1
18566,302557.9
67121,266536.3
119193,424786.8
75320,504555.1
185227,842326.5
59316,454460.5
42962,310478.0
51540,279185.6
37927,340303.1
85155,310569.5
148730,436935.6
182768,636300.8
21816,347407.4
119821,463403.0
53803,413321.7
75672,510736.6
164062,553555.6
9801,666188.5
90516,527573.7
126543,363633.4
20563,256441.8
173167,406016.5
165546,743734.9
140696,511831.4
60885,472800.8
71010,359370.6
65245,412357.9
7762,268573.1
162332,429693.5
132065,453551.6
163315,544195.4
94896,353904.8
13990,455917.9
86695,430581.4
136032,684490.5
181973,568808.7
70720,1094275.0
176320,734169.6
123988,618616.3
75446,439069.7
165520,439024.8
95499,385779.6
73362,398344.7
115013,356001.7
170250,486124.9
117752,507872.8
120534,624226.1
43110,350988.0
173316,571567.8
163348,836362.2
167196,548681.6
8539,547059.4
57416,410536.7
147688,425426.4
48843,307691.8
123483,501725.8
91781,360494.9
57502,221574.3
41380,444889.6
71368,451891.3
90332,359861.0
56200,389984.4
59273,428218.5
59528,742216.9
142978,508974.4
62463,386575.3
151089,350110.9
159388,383548.1
15000,317125.2
124030,417938.7
146762,436869.2
32542,262749.9
44504,385653.8
154438,518115.6
92711,400535.7
26861,359585.2
154130,560364.0
108177,505031.6
85561,363932.3
29523,269518.8
162190,594079.9
137744,436492.3
141614,417219.9
154095,557730.4
177433,739507.2
16212,324215.3
138324,492882.6
179772,757584.0
80229,515270.3
146601,532972.0
90354,378748.2
16620,303665.1
144520,441498.6
43671,293014.7
151379,428636.0
43516,319807.3
114780,407326.3
48679,435198.1
23310,299949.2
82078,854927.9
161637,465225.1
97266,383124.2
25975,345198.0
183280,773475.7
143522,401694.4
82873,381684.8
111022,430008.3
170004,448071.7
149233,404222.3
11335,257813.9
178323,737217.3
117545,436397.1
104197,434747.7
114280,441175.8
30527,345971.4
42651,403243.4
123646,401357.8
72689,430138.7
78646,429153.3
50032,447136.2
167436,736277.1
25911,303297.0
140037,443545.8
117935,594401.1
122922,387637.8
28738,346237.4
129413,455241.4
65411,488106.6
20519,252027.2
148799,522714.0
96848,371641.7
167854,444337.8
90027,433917.4
124583,394266.5
123841,409099.4
143815,503022.1
100928,370661.1
64554,436240.0
27802,279282.9
55996,305605.7
168480,486373.0
18511,315776.8
7174,288308.4
107447,390797.8
109945,392672.4
109304,541416.4
33225,217705.0
31504,287052.5
85162,313139.4
164868,452931.6
102092,386333.0
5618,341906.0
45425,347878.0
127376,426354.2
156938,444559.1
127635,505414.2
111774,686478.0
141311,639012.7
68733,380110.8
171431,749911.9
57288,296289.5
147560,571523.8
83283,473297.0
180470,577180.3
85424,453400.0
30049,324051.5
138841,483586.5
138637,374026.9
178178,880148.1
69976,699782.7
139744,524752.4
58256,278668.6
104665,445840.3
169191,537115.7
55984,385752.1
40354,365363.4
59813,234819.9
142178,355282.0
104367,464607.9
135075,373386.9
16278,313324.6
49191,404503.0
95010,385993.0
179668,648151.0
111338,363030.4
76006,397070.2
106534,445563.6
78933,723391.5
76196,543047.6
110996,488458.2
145016,537228.1
133526,457454.1
67069,560149.9
77499,329347.1
51668,567814.2
64752,458532.3
148430,437490.7
63329,325547.9
173406,434348.0
79182,422901.7
139963,473057.5
119727,330266.7
14184,331868.6
63325,708832.8
69906,700300.0
150715,343797.0
10423,361610.9
13226,254029.5
166355,521288.2
162216,530432.5
43071,358862.5
103161,507496.8
168506,498719.3
30707,401920.8
54877,434006.9
77637,366556.0
54304,299470.4
71775,748670.5
116543,313558.4
18877,351948.5
98865,421212.9
169535,488784.7
155674,339104.6
46410,429450.2
25354,340741.1
149242,337129.9
156019,562205.7
2372,245617.7
167793,483381.6
13539,347021.1
96889,581460.8
12180,238530.1
30975,459945.8
142091,669733.2
141417,515929.5
88385,553635.3
118140,455045.8
130703,428073.2
78738,476101.9
31269,307169.6
109042,456487.0
48367,406230.3
169027,443831.8
94564,351039.3
69161,494319.1
109455,612593.7
102048,508852.6
142061,633075.4
80360,341851.1
108330,409998.4
45894,261176.8
184619,792809.7
44807,316868.7
86934,394035.1
99343,388005.9
168916,547768.6
89276,587039.7
51815,316549.2
125813,406566.9
107171,378392.9
154642,377356.4
10072,317244.9
68097,325891.5
160821,502302.3
19655,305901.5
142752,425567.7
36940,337392.1
111126,419331.8
596,288041.6
71019,416206.7
4479,371021.1
55848,459709.3
85188,517106.1
125357,388386.0
14647,281717.3
162730,488409.0
150653,423398.8
120056,393494.0
169156,571403.1
67935,668371.0
174388,658569.7
182913,657161.1
54148,291505.8
131866,653752.2
149984,514496.9
159985,477421.9
95496,391980.2
112843,401945.5
49524,382663.2
27369,258129.1
30825,394573.6
169753,756078.8
92534,400827.3
129225,435339.4
13062,297841.1
130722,481606.4
134157,453066.0
165859,518667.8
66301,415977.6
83618,462101.1
107691,437006.8
105232,403590.8
48298,547577.5
40648,320944.4
71976,524867.3
72896,607634.8
74551,421365.2
44973,318534.8
29347,348592.5
141919,461458.7
106300,360216.7
131980,435607.2
133141,414103.4
3973,301070.8
40519,315510.9
180446,619267.0
175025,563916.8
75064,385269.5
18793,339840.4
149491,412091.6
154754,467634.8
132371,403064.0
134999,431094.9
165322,531215.8
108805,478886.3
140691,525779.3
156367,463063.8
85858,597013.4
152700,437030.1
185104,591365.0
70218,458552.0
10393,342098.0
165123,580418.6
55106,402738.2
88369,346351.3
41779,602324.2
130816,394919.6
31211,342078.3
166757,758103.9
108437,386644.0
185814,940918.5
73304,414299.5
148656,499566.8
84559,347697.3
151222,389385.5
2069,310378.4
182640,788699.0
157520,468503.0
153201,492489.0
51319,411725.6
167197,526639.1
56328,813999.6
7586,287164.0
4962,571258.0
17286,270608.5
17996,296923.0
136652,511589.6
107533,363651.0
35676,277247.5
63528,411812.5
88024,387221.7
92245,450590.8
121431,539323.3
117675,392534.2
134315,614405.3
80382,383608.0
5676,361078.9
85834,441371.6
7544,288824.9
76545,440601.3
182269,874288.7
115301,393196.4
184499,841376.1
89274,914913.2
96978,477474.5
22476,336073.6
43684,343689.3
103852,516576.4
6660,299826.6
149136,539819.1
55623,319808.4
154963,380701.5
118607,410786.1
66046,386377.9
50815,383874.5
88378,425002.1
47559,372384.2
96116,394430.7
31651,289192.6
141186,598320.9
142321,864044.5
47123,279319.8
176333,651638.3
3011,299514.6
68006,528591.3
183387,482590.0
36465,329222.7
39670,279739.7
173044,467983.4
7197,317485.8
35841,299415.1
185880,833038.6
64929,876615.0
99553,522523.6
59246,255341.2
122401,367833.5
5750,326596.7
54602,315425.3
57503,232403.1
139988,434116.6
61441,888233.1
3816,339131.0
157223,453945.0
45836,344417.8
155755,383450.5
1314,304042.1
172283,539151.6
183939,741043.9
102449,490280.6
130038,410535.9
69337,779457.9
59437,307431.1
100231,446826.7
184320,660113.0
121624,420902.3
175778,514526.6
49838,308506.4
112596,401188.2
92825,706479.8
3175,498264.2
20599,266016.0
90059,461005.6
8718,263862.1
56904,629635.3
140415,402108.6
45486,362354.2
72264,401208.1
102129,392850.5
5083,383598.4
23403,382584.3
57581,618644.0
165475,493848.8
88985,475546.8
30967,420674.7
19270,390649.1
39924,292930.8
52520,513676.5
151658,349031.7
145774,594262.7
52004,313865.8
109232,398731.0
32071,260422.0
421,281558.5
150070,435262.6
157555,454422.1
141514,343289.2
137558,533944.3
155571,425420.9
162016,528768.4
47743,351340.8
42863,321277.5
60316,364301.7
119376,507026.9
96534,428348.7
97787,472675.3
46854,292035.5
131197,375493.7
45750,391990.5
75580,626384.1
122938,496292.5
24952,282931.0
8713,250857.2
29044,319265.5
33794,378185.0
155354,522192.5
174630,693790.2
357,239274.1
52446,368388.9
173530,529595.1
9167,311875.8
2712,243492.0
34228,384607.2
14795,283236.7
101108,522107.4
182805,658954.8
101314,487622.0
71207,353315.2
24463,353723.1
161441,463365.7
62066,298440.5
140608,441600.6
9901,301318.7
167009,461641.2
70131,352287.6
111696,563161.2
69883,743384.8
68434,420541.8
10786,292992.2
104011,481579.3
108425,361095.2
120804,397881.5
26582,377855.8
20975,374700.4
134633,492482.3
97941,421188.7
107642,381407.3
161902,455208.2
100312,797733.5
95448,402758.7
21815,336351.5
149382,781379.7
74108,793541.4
123994,609490.3
146443,480098.9
108700,356075.2
22001,431029.5
74783,392490.9
119865,347780.2
141913,405973.6
74995,443435.4
135235,325654.6
48589,329818.7
914,281999.7
119943,395660.3
99440,336586.2
144341,689811.0
97930,547791.3
90951,377625.9
131041,359862.8
84731,484483.5
135546,741905.2
127448,442415.6
61300,297217.4
63131,365844.5
25238,363878.8
180340,597345.4
99506,339971.5
183854,784672.1
94910,410215.4
44500,303152.7
63085,361862.3
164640,744575.8
16313,321299.1
132985,449778.3
101842,326872.8
5938,472740.3
44937,332116.1
170855,577712.0
40121,267114.0
74424,438475.6
156663,640685.1
181734,763523.9
109020,595751.7
54192,325346.8
121171,613594.6
118207,644094.7
103252,428220.8
46896,264065.7
175241,680187.6
9111,554025.5
172947,510721.6
60940,452014.5
77395,377390.1
83691,490578.2
11241,356279.6
58884,309654.3
33511,326684.1
35455,253899.7
134929,419000.4
127658,492424.7
74414,428779.4
23654,336776.7
41430,279276.5
96127,484076.0
66839,379359.4
68946,401533.8
167240,689972.7
75029,463545.1
164287,428081.8
7830,309757.4
33316,298958.9
59853,425056.5
77185,388586.7
131362,331899.3
60057,379966.7
62703,455696.7
7301,279997.8
62430,415594.9
90275,443042.2
41898,777129.8
147521,363643.9
16961,380133.4
51376,311020.7
115157,410561.4
120634,552735.2
125261,395160.2
95547,472081.9
3515,284445.0
76413,319938.0
170768,526896.9
127634,503172.4
66815,721951.3
5490,347878.5
142611,391916.0
65774,747835.7
92958,573966.5
84749,323310.4
116909,565100.8
85064,325930.6
94989,563187.8
185937,803035.1
67686,427705.9
132595,458858.0
45139,425831.5
29101,360221.5
20069,346658.8
22550,231570.8
174839,638238.1
114955,586160.4
146788,439926.2
83092,550953.6
135246,401571.4
61802,900666.7
137382,404064.9
145401,452968.2
58300,311914.6
140496,329259.1
149481,433455.2
136826,516142.4
69083,521985.2
149913,364653.8
105985,437612.5
112379,402660.1
24595,268940.7
170528,449685.8
137587,707498.0
50622,423056.1
20491,271875.7
20537,255795.9
18157,332360.9
157941,726747.1
92700,668687.4
123974,491377.0
173075,435729.8
141277,428564.7
112473,368847.8
75725,559130.1
148084,680327.8
163134,562800.5
169551,455750.3
97936,477446.9
5409,394047.0
181576,552411.2
176565,685623.4
69920,548476.5
155355,453501.3
169526,495990.1
175592,1106403.0
11800,306744.7
76885,397159.0
150140,540362.2
15952,345304.9
163132,443324.2
182445,630021.5
1689,259666.4
43974,355975.5
15651,259865.6
51632,396969.6
44152,289714.4
79260,489209.1
126131,494688.1
146446,463078.8
35453,247645.6
24575,393542.4
153177,469984.3
11722,321814.9
13333,322317.4
155121,678753.0
101310,447771.8
53959,456998.6
23876,310207.0
126643,425384.4
86844,591062.1
53505,340410.9
180050,729471.1
1112,360111.2
181162,642617.6
57024,397572.8
87181,399046.0
1248,339427.9
59383,495977.2
162369,456615.5
133350,735336.5
99669,613730.1
34764,534025.2
62298,411094.7
35998,396959.5
1607,308057.5
32970,359681.8
26641,395444.7
175224,772056.3
110327,360957.0
156595,478902.2
163067,467020.7
60715,380075.8
150551,422955.2
58057,493884.6
175585,1092563.8
15757,284634.5
20005,332034.2
60657,389106.6
81819,426743.4
174859,680106.9
107651,527846.5
145839,497983.4
109597,369452.8
64677,348929.9
170987,367870.4
132448,615194.7
615,332612.1
328,340198.8
170503,472206.3
54169,414408.4
101792,421734.1
53716,273249.5
118305,430741.4
159348,450769.7
47524,303139.0
120095,464907.6
89161,461230.1
122216,387271.1
22639,235897.3
105567,772064.7
36501,287840.6
90278,443042.2
176235,566789.2
133638,435380.6
49178,387420.0
25528,361074.8
47155,401078.2
69881,595709.0
78321,495320.2
55247,279869.8
86287,792949.6
105381,476376.1
81889,351672.8
114435,317563.8
60550,296106.1
85101,392062.3
87805,549563.4
21257,339835.5
57009,349489.0
57447,327125.6
96458,427928.4
133136,406582.3
5000,289123.5
42652,420928.1
23784,375272.4
11571,337324.6
162263,528369.9
185322,646739.5
95243,415856.0
98025,467041.5
121413,500735.3
16255,328125.5
169864,612810.1
65094,286948.7
106745,351348.2
35269,392219.0
182962,720910.7
67245,310315.3
146159,586613.5
67199,355825.8
153321,553236.7
171081,666582.4
64169,577050.3
59992,308590.1
87375,463032.4
45489,360198.0
133891,424037.4
28201,379728.1
181799,594702.7
128771,785377.2
100544,458880.5
117827,541439.2
125112,565825.5
41283,300324.2
143488,424751.9
132026,438647.4
154774,567589.3
181316,706473.7
26452,255154.3
69192,577126.6
48876,271504.9
23995,278063.7
114699,340283.7
14429,423795.8
29310,396710.7
155233,355195.2
140675,411403.2
149085,394655.4
32887,304360.5
124252,461631.5
101533,413789.9
133377,449618.5
166041,526613.0
40559,390115.3
37378,507126.1
33652,401171.0
114468,322059.5
74715,432145.2
64519,787483.0
152802,493762.0
53278,344340.1
34834,310800.0
124152,533216.9
136017,475693.2
154630,387239.6
179253,812852.7
146936,513761.6
97021,338768.4
1925,303243.0
177820,638020.3
83330,432260.8
145449,365335.4
179983,730722.7
167017,446343.2
143174,453004.4
42152,324001.2
118433,370326.2
1085,298149.1
108,248989.3
21504,394406.6
29908,303822.0
70316,554120.4
147948,713163.5
98363,366748.0
162615,605041.8
13447,338363.4
181211,1028460.3
158809,487346.0
155623,442307.5
98150,340817.9
71979,608246.7
41846,565392.2
110154,382866.5
18305,369374.4
94821,374210.2
48673,440250.9
43984,327611.8
22290,246702.6
92650,435360.4
29386,369956.4
1810,335484.1
156154,395627.1
93822,633481.4
127679,476527.9
51871,312993.5
8150,339097.6
124650,422883.8
41453,340852.0
134106,409999.6
85212,739194.3
110858,429383.0
129207,550126.7
56369,925471.6
122046,333921.6
80517,369109.7
168013,572326.3
26047,370154.8
100969,390094.4
27240,218177.3
51867,407458.4
184767,922696.1
105710,383554.0
123195,393868.9
120616,424912.3
27126,318870.9
11811,324657.8
178381,623797.9
127074,412542.1
179534,649335.3
8432,322054.7
130518,327765.9
127324,463909.1
162711,477063.7
92750,497696.7
88080,403873.9
139501,287290.8
52121,324015.0
140776,539415.3
258,303058.6
90635,411311.6
125011,521818.9
89929,370194.0
55616,787712.9
143796,458487.5
164854,425981.4
122926,443644.4
68261,380777.9
142713,438204.0
81536,494351.6
121421,458212.7
73311,441756.8
180277,664535.3
128708,750456.3
180204,651389.4
77138,517768.3
162461,756305.6
39775,397036.4
125903,717511.7
106371,369408.3
178198,783053.1
16267,322483.9
134921,563397.6
106158,410562.1
93050,383022.2
141454,457161.7
93644,398931.9
43686,397299.7
157459,400205.8
92229,383064.9
27330,236523.3
44846,314111.7
178490,639960.4
12077,251048.9
173289,624218.3
104334,568850.8
30897,295681.5
27451,297516.5
441,286742.5
28528,259582.4
80302,781964.6
153339,703737.2
133873,794534.2
97142,457459.0
60133,678355.5
11493,315292.0
172125,668088.7
125657,537150.8
135834,383850.5
21497,411867.4
33068,287255.4
107676,450240.4
41602,343434.8
164242,522583.1
78229,574119.7
153717,343048.2
84170,695274.9
24662,321528.5
76220,572227.9
12697,240078.7
163429,553051.8
4753,289782.6
136174,691329.8
60783,472173.7
157864,487614.6
72622,420275.7
62301,396458.3
32531,290052.1
59317,485084.8
83255,451448.8
152904,416692.1
86929,427897.5
50519,322439.8
1999,239018.9
60828,462337.5
36514,310957.5
74380,378599.7
49172,346107.0
166486,464181.1
18610,325693.8
68142,386769.7
45431,407814.7
63158,364433.2
131637,402345.2
92884,523311.8
106513,487307.7
164649,467852.0
23422,316925.2
28506,419603.8
104557,519895.5
52553,409429.4
117870,488486.4
126500,655785.2
151129,474260.1
71900,416361.4
45526,461329.9
128725,1059622.1
169640,563737.1
34730,347310.5
118255,728101.9
42296,277729.9
19810,307645.1
98813,420271.9
113906,433278.5
9532,373306.9
155597,540662.6
18045,258151.2
24885,369581.3
112445,503218.9
117797,621373.2
52337,329492.7
158022,529746.8
34393,383701.7
130435,389248.4
44300,252594.4
113439,539481.6
78135,370371.3
26104,900568.9
111287,422918.2
21086,423330.5
164435,386470.2
129911,386224.4
119934,404433.1
